,Listing Type,Property Type,Building Type,City,Locality,Area,Rent,Furnishing Status,Number of Rooms,Number of Bathroom,Covered Parking,View,Floor Number,Tower/Block,Additional Rooms,Security Deposit,Available From,Age of Property (Years),Unit No,Total Floor Count,Balcony,Open/Uncovered Parking,Deposit amount,crime,hospital
129,Rent,Residential,Apartment,Bangalore,Yelahanka,1116 Sq.Ft. (Built-up Area),"30,000",Semi-Furnished,2.5,2,1,Garden View,4,v,,Other,Immediately,0-1,,4,Individual,1,200000,no,no
130,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,2500 Sq.Ft. (Built-up Area),"76,000",Semi-Furnished,3,3,1,Road View,2,,Pooja Room,Other,Immediately,4-Feb,1,4,"Connected,Individual,Room-attached",1,600000,no,no
131,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1572 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,,3,1,Garden View,4,F,,Other,Immediately,0-1,,17,Individual,1,300000,no,no
132,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,2177 Sq.Ft. (Saleable Area),"54,000",Semi-Furnished,,3,1,Community View,9,A,,Other,Immediately,4-Feb,1,18,Room-attached,,300000,no,no
133,Rent,Residential,Villa,Bangalore,Marathahalli Orr,4000 Sq.Ft. (Built-up Area),"2,25,000",Semi-Furnished,4,5,2,Park View,,,Servant Room,Other,Immediately,10-Aug,,2,"Connected,Room-attached",2,1500000,no,no
134,Rent,Residential,Apartment,Bangalore,Whitefield,1660 Sq.Ft. (Saleable Area),"70,000",Semi-Furnished,3,2,1,Community View,4,1,,,,4-Feb,,20,Connected,1,,no,no
135,Rent,Commercial,Office Space,Bangalore,Lavelle Road,4500 Sq.Ft. (Built-up Area),"9,90,000",Furnished,,,1,East,4th floor,,,Other,,,3,,,,9900000,no,no
136,Rent,Residential,Apartment,Bangalore,Hebbal,1245 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2,2,2,Garden View,2,,,Other,Immediately,4-Feb,,14,Connected,1,250000,no,no
137,Rent,Commercial,Office Space,Bangalore,Mg Road,3780 Sq.Ft. (Built-up Area),"3,00,000",Unfurnished,,,2,Road View,,,,Other,,10+,,,Connected,3,1800000,no,no
138,Rent,Residential,Apartment,Bangalore,Indiranagar,1000 Sq.Ft. (Built-up Area),"23,000",Semi-Furnished,2,2,2,Road View,3,1,Pooja Room,Other,Immediately,4-Feb,1,4,Connected,1,130000,no,yes
139,Rent,Residential,Apartment,Bangalore,Kanakapura Road,630 Sq.Ft. (Carpet Area),"27,000",Semi-Furnished,2,2,1,Garden View,9,C,Extra Room,Other,Immediately,4-Feb,1,12,Connected,,162000,no,no
140,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,626 Sq.Ft. (Saleable Area),"38,000",Semi-Furnished,2,2,1,Garden View,5,3,Pooja Room,Other,Immediately,4-Feb,1,15,Connected,1,200000,no,no
141,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,540 Sq.Ft. (Built-up Area),,Semi-Furnished,Studio,1,1,Community View,5,,,Other,,,,18,Connected,,500000,no,no
142,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1917 Sq.Ft. (Saleable Area),"55,000",Semi-Furnished,,,1,Lake View,15,2,,Other,Immediately,0-1,,29,Connected,1,300000,no,no
143,Rent,Residential,Apartment,Bangalore,Bennigana Halli,1500 Sq.Ft. (Built-up Area),"47,000",Semi-Furnished,2.5,2,1,Garden View,2,b,"Pooja Room,Study Room,Extra Room",Other,Immediately,10-Aug,1,4,"Connected,Room-attached",,200000,no,no
144,Rent,Residential,Apartment,Bangalore,Bannerghatta Road,1810 Sq.Ft. (Built-up Area),"75,000",Semi-Furnished,3.5,3,1,,12,,,Other,,0-1,,,Connected,,250000,no,yes
145,Rent,Residential,Apartment,Bangalore,Kanakapura Road,1280 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,3,2,1,Road View,10,,,Other,Immediately,4-Feb,,28,"Connected,Individual",,300000,no,no
146,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,2177 Sq.Ft. (Saleable Area),"56,000",Semi-Furnished,3,3,1,Garden View,14,2,Pooja Room,Other,Immediately,4-Feb,1,15,"Connected,Room-attached",,300000,no,no
147,Rent,Residential,Apartment,Bangalore,Bannerghatta Road,1200 Sq.Ft. (Built-up Area),"30,000",Semi-Furnished,2,2,1,,,,,Other,Immediately,0-1,,,,,120000,no,yes
148,Rent,Residential,Apartment,Bangalore,Varthur,1656 Sq.Ft. (Saleable Area),"55,000",Semi-Furnished,3,3,1,Park View,10,B,Extra Room,Other,Immediately,4-Feb,1003,20,Individual,,330000,no,no
149,Rent,Residential,Apartment,Bangalore,Thanisandra,1690 Sq.Ft. (Saleable Area),"55,000",Semi-Furnished,3,2,1,Garden View,,,,Other,Immediately,4-Feb,,,Connected,,5 months,no,no
150,Rent,Residential,Apartment,Bangalore,Hennur,1740 Sq.Ft. (Saleable Area),"60,000",Furnished,,,1,Garden View,5,H,,Other,Immediately,4-Feb,,17,Individual,1,300000,no,no
151,Rent,Residential,Builder Floor,Bangalore,Haralur Road,2300 Sq.Ft. (Built-up Area),"73,000",Semi-Furnished,3,3,1,Road View,2,,Pooja Room,Other,Immediately,4-Feb,1,4,"Connected,Individual,Room-attached",1,600000,no,no
152,Rent,Residential,Apartment,Bangalore,Banashankari,3205 Sq.Ft. (Saleable Area),"85,000",Semi-Furnished,4,3,1,,,,,Other,,4-Feb,,,Individual,,500000,yes,yes
153,Rent,Commercial,Office Space,Bangalore,Kasturi Nagar,1800 Sq.Ft. (Built-up Area),"1,00,000",Furnished,,,1,,1st floor,,,Other,,,1,,,,1000000,no,no
154,Rent,Residential,Apartment,Bangalore,Kannur,1930 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,3,3,2,Pool View,12,12,,Other,Immediately,0-1,1,28,Connected,1,250000,no,no
155,Rent,Residential,Apartment,Bangalore,Yeshwanthpur,875 Sq.Ft. (Carpet Area),"30,000",Semi-Furnished,2,2,1,Garden View,1,A,Extra Room,Other,Immediately,4-Feb,102,12,Connected,,180000,no,yes
156,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,2162 Sq.Ft. (Saleable Area),"52,000",Semi-Furnished,,,1,Garden View,13,3,Pooja Room,Other,Immediately,4-Feb,,19,Connected,,200000,no,no
157,Rent,Residential,Apartment,Bangalore,Varthur,1045 Sq.Ft. (Saleable Area),"47,000",Semi-Furnished,,2,1,Garden View,,5,Pooja Room,Other,Immediately,4-Feb,,23,"Connected,Room-attached",,250000,no,no
158,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,1108 Sq.Ft. (Saleable Area),"40,000",Semi-Furnished,,2,,,10,,,Other,,,,,,,200000,no,no
159,Rent,Residential,Apartment,Bangalore,Hoskote,1490 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,3,3,1,Beach View,10,a,,Other,Immediately,4-Feb,,19,Individual,,300000,no,no
160,Rent,Residential,Apartment,Bangalore,Varthur,1016 Sq.Ft. (Carpet Area),"65,000",Semi-Furnished,3,3,1,Garden View,2,A,,,Immediately,0-1,,20,Connected,1,,no,no
161,Rent,Residential,Apartment,Bangalore,Doddanekundi,1100 Sq.Ft. (Built-up Area),"30,000",Semi-Furnished,2,2,,Road View,1,A,,Other,Immediately,4-Feb,109,5,Connected,,150000,no,no
162,Rent,Residential,Apartment,Bangalore,Whitefield,5000 Sq.Ft. (Built-up Area),"2,25,000",Semi-Furnished,4,5,2,Garden View,,,Servant Room,Other,Immediately,7-May,,13,Connected,,2000000,no,no
163,Rent,Residential,Apartment,Bangalore,Mahadevpura,1200 Sq.Ft. (Built-up Area),"35,000",Furnished,2,2,1,Road View,3,1,,Other,Immediately,0-1,1,4,Connected,,200000,no,no
164,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,1500 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,3,3,2,,4th,,,Other,Immediately,4-Feb,,,"Connected,Individual",1,225000,no,no
165,Rent,Residential,Independent House,Bangalore,Murugesh Palya,1210 Sq.Ft. (Built-up Area),"32,000",Semi-Furnished,3,3,,Road View,,,,Other,Immediately,7-May,,2,,,150000,no,no
166,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,2250 Sq.Ft. (Saleable Area),"52,000",Semi-Furnished,3,3,2,Community View,10,,"Servant Room,Study Room",Other,Immediately,7-May,,24,"Connected,Individual,Room-attached",,350000,no,no
167,Rent,Commercial,Showroom,Bangalore,Dr Shivarama Karanth Nagar,1700 Sq.Ft. (Built-up Area),"80,000",Semi-Furnished,,,1,Road View,2,,,Other,,0-1,,,,4,800000,no,no
168,Rent,Residential,Apartment,Bangalore,Sarjapur Road,1600 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,3,3,1,Community View,10,C,Pooja Room,Other,Immediately,0-1,C1002,22,"Individual,Room-attached",,300000,no,no
169,Rent,Residential,Builder Floor,Bangalore,Haralur Road,2300 Sq.Ft. (Built-up Area),"67,000",Semi-Furnished,3,3,1,Road View,3,,Pooja Room,Other,Immediately,4-Feb,1,4,"Connected,Individual,Room-attached",1,600000,no,no
170,Rent,Residential,Apartment,Bangalore,Domlur,1640 Sq.Ft. (Saleable Area),"70,000",Furnished,3,2,1,,2,,,Other,,4-Feb,,,,,350000,no,yes
171,Rent,Residential,Apartment,Bangalore,Kannur,1884 Sq.Ft. (Saleable Area),"51,000",Semi-Furnished,,,1,Garden View,13,A,,Other,Immediately,4-Feb,,28,Individual,1,2000000,no,no
172,Rent,Residential,Villa,Bangalore,Chandapura Anekal Road,1665 Sq.Ft. (Built-up Area),"25,000",Semi-Furnished,3.5,3,2,Garden View,,,,Other,,,17,2,Individual,1,150000,no,no
173,Rent,Residential,Apartment,Bangalore,Kammanahalli,1851 Sq.Ft. (Saleable Area),"75,000",Semi-Furnished,3,3,1,Community View,15,,,Other,Immediately,0-1,,24,"Connected,Individual,Room-attached",,600000,no,no
174,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1500 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,2.5,2,1,Pool View,12,D,Pooja Room,Other,Immediately,4-Feb,,15,"Connected,Individual,Room-attached",,250000,no,no
175,Rent,Residential,Apartment,Bangalore,Hennur,1445 Sq.Ft. (Saleable Area),"60,000",Semi-Furnished,,,1,Lake View,12,H,,Other,Immediately,0-1,,29,Connected,1,300000,no,no
176,Rent,Commercial,Warehouse,Bangalore,Hoskote,50000 Sq.Yd. (Built-up Area),"1,10,000",,,,6+,,,,,Other,,,,,,,11100000,no,no
177,Rent,Residential,Apartment,Bangalore,Sarjapur Road,1114 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,2,2,1,Garden View,14,B,Extra Room,Other,Immediately,4-Feb,1402,22,Individual,,210000,no,no
178,Rent,Residential,Villa,Bangalore,Kothanur,4300 Sq.Ft. (Saleable Area),"1,35,000",Semi-Furnished,,,2,Garden View,,,Servant Room,Other,Immediately,4-Feb,,3,Connected,,1000000,no,no
179,Rent,Residential,Apartment,Bangalore,Sarjapur Road,1131 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,2,2,1,Pool View,11,A,Pooja Room,Other,Immediately,0-1,A1101,22,Individual,,200000,no,no
180,Rent,Residential,Apartment,Bangalore,Kannur,1740 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,,,1,Community View,7,n,,Other,Immediately,4-Feb,,19,Individual,1,300000,no,no
181,Rent,Residential,Apartment,Bangalore,Hennur Road,1500 Sq.Ft. (Built-up Area),"27,000",Semi-Furnished,3,3,1,Garden View,,,,Other,Immediately,4-Feb,,,"Connected,Individual,Room-attached",2,150000,no,no
182,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,1000 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2,2,2,,2nd,,,Other,Immediately,4-Feb,,,Connected,1,150000,no,no
183,Rent,Residential,Apartment,Bangalore,Yelahanka,1023 Sq.Ft. (Saleable Area),"30,000",Semi-Furnished,2,2,1,Garden View,1,A,,Other,Immediately,4-Feb,1,19,Individual,,200000,no,no
184,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,1108 Sq.Ft. (Saleable Area),"40,000",Semi-Furnished,,2,1,Community View,9,,,,Immediately,4-Feb,,,Connected,,,no,no
185,Rent,Residential,Apartment,Bangalore,International Airport Road,1258 Sq.Ft. (Saleable Area),"26,000",Semi-Furnished,2,2,,,,,,Two Month,,,,,,,,no,no
186,Rent,Commercial,Warehouse,Bangalore,Peenya,12200 Sq.Ft. (Built-up Area),"3,00,000",,,,1,,,,,Other,,10+,,,,,300000,no,yes
187,Rent,Residential,Apartment,Bangalore,Sarjapur Road,1129 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,2,2,1,Park View,6,A,Extra Room,Other,Immediately,4-Feb,603,22,Individual,,210000,no,no
188,Rent,Residential,Apartment,Bangalore,Hennur Road,1679 Sq.Ft. (Saleable Area),"60,000",Furnished,,3,1,Park View,15,m,,Other,Immediately,4-Feb,,19,Individual,1,360000,no,no
189,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,2100 Sq.Ft. (Built-up Area),"69,000",Semi-Furnished,3,3,1,Road View,1,,Pooja Room,Other,Immediately,4-Feb,1,3,"Connected,Individual,Room-attached",1,500000,no,no
190,Rent,Residential,Apartment,Bangalore,Bellandur,2500 Sq.Ft. (Built-up Area),"85,000",Semi-Furnished,3.5,3,1,,5,,,Other,Immediately,4-Feb,1,8,Connected,,450000,no,no
191,Rent,Residential,Apartment,Bangalore,Hennur,1630 Sq.Ft. (Saleable Area),"50,000",Semi-Furnished,3,3,1,Beach View,2,k,,Other,Immediately,4-Feb,3,19,Individual,,300000,no,no
192,Rent,Residential,Apartment,Bangalore,Hebbal,1345 Sq.Ft. (Carpet Area),"60,000",Semi-Furnished,3,3,1,Garden View,13,B,Extra Room,Other,Immediately,4-Feb,1,15,Connected,,360000,no,no
193,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1450 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2.5,2,1,Garden View,7,D,Pooja Room,Other,Immediately,4-Feb,1,15,"Connected,Room-attached",,200000,no,no
194,Rent,Residential,Apartment,Bangalore,Mahadevpura,1094 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,1,Road View,1,A,,Other,Immediately,4-Feb,109,5,Connected,,180000,no,no
195,Rent,Residential,Builder Floor,Bangalore,Iti Layout,1100 Sq.Ft. (Built-up Area),"30,000",Semi-Furnished,2,2,2,,1st,,,Other,Immediately,4-Feb,,,Connected,1,150000,no,no
196,Rent,Residential,Apartment,Bangalore,Whitefield,5924 Sq.Ft. (Saleable Area),"2,85,000",Semi-Furnished,4,5,2,Garden View,6,,"Servant Room,Study Room",Other,,7-May,,13,Connected,,1500000,no,no
197,Rent,Residential,Apartment,Bangalore,Bannerghatta Road,1350 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,1,Garden View,2,,,Other,,4-Feb,,4,Room-attached,,200000,no,yes
198,Rent,Residential,Apartment,Bangalore,Hennur,1590 Sq.Ft. (Carpet Area),"45,000",Semi-Furnished,,,1,Garden View,11,G,,Other,Immediately,0-1,,28,Connected,1,250000,no,no
199,Rent,Residential,Apartment,Bangalore,Kannur,1740 Sq.Ft. (Saleable Area),"52,000",Semi-Furnished,,,1,Garden View,4,A,,Other,Immediately,4-Feb,,17,Individual,1,300000,no,no
200,Rent,Residential,Plot,Bangalore,Hsr Layout Sector 2,4800 Sq.Ft. (Plot Area),"1,20,000",,,,,Road View,,,,,,,,,,,,no,no
201,Rent,Residential,Apartment,Bangalore,Varthur,1821 Sq.Ft. (Saleable Area),"55,000",Semi-Furnished,3,3,1,,,,,Other,Immediately,0-1,,,Connected,1,6,no,no
202,Rent,Commercial,Warehouse,Bangalore,Hoskote,80000 Sq.Yd. (Built-up Area),"19,00,000",,,,6+,,,,,Two Month,,,,,,,,no,no
203,Rent,Residential,Apartment,Bangalore,Tumkur Road,1373 Sq.Ft. (Saleable Area),"35,000",Semi-Furnished,3,2,1,Golf Course,14,21,Pooja Room,,Immediately,0-1,,19,Connected,1,,no,no
204,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,957 Sq.Ft. (Saleable Area),"30,000",Unfurnished,,2,2,,1,A,,One Month,Immediately,4-Feb,1,20,Individual,1,,no,no
205,Rent,Residential,Apartment,Bangalore,Bannerghatta Road,2100 Sq.Ft. (Built-up Area),"80,000",Semi-Furnished,3.5,3,1,Garden View,7,,,Other,Immediately,4-Feb,,13,Connected,1,500000,no,yes
206,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1595 Sq.Ft. (Saleable Area),"56,000",Semi-Furnished,3,2,1,Pool View,25,A,,Other,Immediately,4-Feb,A2025,33,Connected,,250000,no,no
207,Rent,Commercial,Office Space,Bangalore,Mg Road,4400 Sq.Ft. (Built-up Area),"7,00,000",Furnished,,,2,Road View,,,,Other,,10-Aug,,,,,500000,no,no
208,Rent,Residential,Apartment,Bangalore,International Airport Road,1258 Sq.Ft. (Saleable Area),"30,000",Semi-Furnished,2,2,1,Road View,1,G,,Other,Immediately,0-1,102,15,Connected,,6 months rent,no,no
209,Rent,Residential,Apartment,Bangalore,Sarjapur Road,1129 Sq.Ft. (Saleable Area),"37,000",Semi-Furnished,2,2,1,Pool View,7,D,,Other,Immediately,0-1,D704,22,Individual,,6 month rent,no,no
210,Rent,Residential,Apartment,Bangalore,Hebbal,1650 Sq.Ft. (Built-up Area),"60,000",Semi-Furnished,3,3,1,Road View,6,B,Extra Room,Other,Immediately,4-Feb,603,15,Individual,,360000,no,no
211,Rent,Residential,Apartment,Bangalore,Electronic City Phase I,1375 Sq.Ft. (Built-up Area),"42,000",Semi-Furnished,2.5,2,1,Community View,5,,,Other,Immediately,,,,Connected,,200000,no,no
212,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1461 Sq.Ft. (Carpet Area),"50,000",Semi-Furnished,3,3,1,Garden View,18,D,Extra Room,Other,Immediately,4-Feb,1,26,Connected,,300000,no,no
213,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1461 Sq.Ft. (Saleable Area),"50,000",Semi-Furnished,3,3,1,Garden View,16,A,Extra Room,Other,Immediately,4-Feb,1,26,Connected,,300000,no,no
214,Rent,Residential,Apartment,Bangalore,Kannur,1930 Sq.Ft. (Saleable Area),"60,000",Furnished,,,1,Park View,11,12,,Other,Immediately,0-1,,33,Connected,1,300000,no,no
215,Rent,Residential,Apartment,Bangalore,Kannur,2144 Sq.Ft. (Saleable Area),"57,000",Semi-Furnished,,,1,Garden View,4,H,,Other,Immediately,4-Feb,,18,Individual,1,300000,no,no
216,Rent,Residential,Apartment,Bangalore,Varthur,1821 Sq.Ft. (Carpet Area),"55,000",Semi-Furnished,,,1,Garden View,5,3,Pooja Room,Other,Immediately,4-Feb,,15,Connected,,200000,no,no
217,Rent,Residential,Apartment,Bangalore,Jakkur,635 Sq.Ft. (Saleable Area),"32,000",Semi-Furnished,2,2,1,Garden View,G,T,Pooja Room,Other,Immediately,4-Feb,1,4,Connected,,150000,no,no
218,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1354 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,2.5,2,1,Garden View,2,A,,Other,Immediately,,,6,Individual,1,135000,no,no
219,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,2300 Sq.Ft. (Built-up Area),"72,000",Semi-Furnished,3,3,1,Road View,1,,Pooja Room,Other,Immediately,4-Feb,1,3,"Connected,Individual,Room-attached",1,500000,no,no
220,Rent,Residential,Apartment,Bangalore,Hennur Road,1650 Sq.Ft. (Saleable Area),"60,000",Furnished,3,2,2,,,,,Two Month,Immediately,4-Feb,,,Connected,,,no,no
221,Rent,Commercial,Warehouse,Bangalore,Gollahalli,20000 Sq.Ft. (Built-up Area),"5,00,000",,,,3,,,,,Other,,4-Feb,,,,6+,5000000,no,no
222,Rent,Residential,Villa,Bangalore,Hennur,3200 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,4,4,1,Park View,,,,Other,Immediately,4-Feb,,2,,,200000,no,no
223,Rent,Residential,Villa,Bangalore,Kothanur,3544 Sq.Ft. (Saleable Area),"80,000",Semi-Furnished,,,2,Garden View,,,Servant Room,Other,Immediately,4-Feb,,2,Connected,,550000,no,no
224,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1800 Sq.Ft. (Built-up Area),"48,000",Semi-Furnished,3.5,4,1,Community View,15,5,Servant Room,Other,Later,7-May,123,26,Connected,,6 months,no,no
225,Rent,Residential,Apartment,Bangalore,Yelachena Halli,1198 Sq.Ft. (Saleable Area),"42,000",Semi-Furnished,,2,1,East,8,,,,Immediately,,,,,,,no,no
226,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1572 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,,3,1,Community View,4,I,,Other,Immediately,0-1,,14,Individual,,300000,no,no
227,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1260 Sq.Ft. (Built-up Area),"40,000",Semi-Furnished,2.5,2,1,,,,,Other,Immediately,4-Feb,,,Connected,1,6,no,no
228,Rent,Residential,Apartment,Bangalore,Off Sarjapur Road,1600 Sq.Ft. (Built-up Area),"59,000",Semi-Furnished,3,3,1,,3,,,Other,Immediately,4-Feb,,18,Connected,,300000,no,no
229,Rent,Residential,Apartment,Bangalore,Yelachena Halli,2467 Sq.Ft. (Saleable Area),"78,000",Semi-Furnished,,4,1,,18,,"Servant Room,Study Room,Extra Room",Other,,,,,,,350000,no,no
230,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1450 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2.5,2,1,Garden View,7,A,,Other,Immediately,4-Feb,1,13,Individual,1,200000,no,no
231,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1800 Sq.Ft. (Built-up Area),"48,000",Semi-Furnished,3.5,3,2,,,,Servant Room,Other,Later,4-Feb,,,Connected,,6 months,no,no
232,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1572 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,,3,1,Garden View,4,D,Pooja Room,Other,Immediately,0-1,,19,"Connected,Individual,Room-attached",,300000,no,no
233,Rent,Residential,Apartment,Bangalore,Yelahanka,834 Sq.Ft. (Carpet Area),"33,000",Semi-Furnished,3,3,1,Garden View,9,A,Extra Room,Other,Immediately,4-Feb,1,15,Connected,,198000,no,no
234,Rent,Residential,Apartment,Bangalore,Hsr Layout,1000 Sq.Ft. (Built-up Area),"35,000",Semi-Furnished,2,2,2,,3rd,,,Other,Immediately,4-Feb,,,Connected,1,175000,no,no
235,Rent,Residential,Apartment,Bangalore,Hennur,1464 Sq.Ft. (Saleable Area),"40,001",Semi-Furnished,,2,1,Golf Course,5,,,Other,Immediately,7-May,,19,"Connected,Individual,Room-attached",,240000,no,no
236,Rent,Residential,Villa,Bangalore,Jalahalli West,2420 Sq.Ft. (Saleable Area),"55,000",Semi-Furnished,,2,2,Road View,,b,Servant Room,Other,Immediately,0-1,222,2,Connected,,300000,no,no
237,Rent,Residential,Apartment,Bangalore,Thanisandra,1853 Sq.Ft. (Saleable Area),,Semi-Furnished,,2,1,Park View,12,v,,Other,Immediately,4-Feb,,19,Individual,1,300000,no,no
238,Rent,Residential,Villa,Bangalore,Kothanur,2400 Sq.Ft. (Saleable Area),"63,000",Furnished,,,1,Garden View,,,Pooja Room,Other,Immediately,4-Feb,,,Connected,1,450000,no,no
239,Rent,Residential,Apartment,Bangalore,Thanisandra Main Road,1700 Sq.Ft. (Saleable Area),"45,000",Semi-Furnished,,,1,Pool View,29,G,,Other,Immediately,0-1,,27,Connected,1,300000,no,no
240,Rent,Residential,Apartment,Bangalore,Bellandur,1800 Sq.Ft. (Built-up Area),"65,000",Semi-Furnished,3,3,1,Road View,9,,,Other,Immediately,4-Feb,1,9,Connected,,300000,no,no
241,Rent,Commercial,Office Space,Bangalore,Mahatma Gandhi Road,3000 Sq.Ft. (Built-up Area),"3,00,000",Furnished,,,2,North East,3,,,Other,,,,,,,2000000,no,no
242,Rent,Residential,Builder Floor,Bangalore,Hsr Layout,3200 Sq.Ft. (Built-up Area),"80,000",Semi-Furnished,4,4,1,Road View,2,,Pooja Room,Other,Immediately,4-Feb,1,4,"Connected,Individual,Room-attached",1,600000,no,no
243,Rent,Residential,Villa,Bangalore,Electronic City,1600 Sq.Ft. (Built-up Area),"45,000",Semi-Furnished,3,3,2,,,,,Other,Immediately,,,2 floors,Connected,,225000,no,no
244,Rent,Commercial,Warehouse,Bangalore,Nayandahalli,50000 Sq.Yd. (Built-up Area),"7,50,000",,,,1,,,,,Other,,0-1,1,,,1,7500000,no,yes
